 3.61531E+02	 5.46381E-01
 3.64375E+02	 6.05280E-01
 3.67218E+02	 6.70335E-01
 3.70060E+02	 6.71144E-01
 3.72902E+02	 7.59063E-01
 3.75742E+02	 7.56398E-01
 3.78581E+02	 7.34046E-01
 3.81419E+02	 7.20539E-01
 3.84257E+02	 8.28223E-01
 3.87093E+02	 7.88333E-01
 3.89928E+02	 7.37957E-01
 3.92763E+02	 7.39939E-01
 3.95596E+02	 7.66829E-01
 3.98428E+02	 8.20157E-01
 4.01260E+02	 7.82592E-01
 4.04090E+02	 8.09838E-01
 4.06919E+02	 7.60533E-01
 4.09748E+02	 7.69039E-01
 4.12575E+02	 8.58069E-01
 4.15401E+02	 9.48980E-01
 4.18227E+02	 8.50306E-01
 4.21051E+02	 9.51540E-01
 4.23875E+02	 8.60038E-01
 4.26697E+02	 9.38012E-01
 4.29519E+02	 9.14730E-01
 4.32339E+02	 9.70073E-01
 4.35159E+02	 9.53859E-01
 4.37977E+02	 8.95845E-01
 4.40795E+02	 1.06107E+00
 4.43611E+02	 1.04191E+00
 4.46427E+02	 1.02442E+00
 4.49242E+02	 1.10120E+00
 4.52055E+02	 1.00466E+00
 4.54868E+02	 9.92863E-01
 4.57679E+02	 1.03748E+00
 4.60490E+02	 1.04911E+00
 4.63300E+02	 1.04603E+00
 4.66109E+02	 9.47667E-01
 4.68916E+02	 1.00351E+00
 4.71723E+02	 9.69407E-01
 4.74529E+02	 9.56253E-01
 4.77334E+02	 9.73943E-01
 4.80138E+02	 9.40778E-01
 4.82941E+02	 1.02483E+00
 4.85743E+02	 1.03543E+00
 4.88544E+02	 1.01292E+00
 4.91344E+02	 1.00265E+00
 4.94143E+02	 8.56182E-01
 4.96941E+02	 8.33610E-01
 4.99738E+02	 7.49325E-01
 5.02534E+02	 6.01453E-01
 5.05329E+02	 5.66003E-01
 5.08123E+02	 5.13174E-01
 5.10916E+02	 4.31282E-01
 5.13709E+02	 3.47803E-01
 5.16500E+02	 3.41239E-01
 5.19290E+02	 3.53571E-01
 5.22079E+02	 2.70809E-01
 5.24868E+02	 2.75247E-01
 5.27655E+02	 2.08689E-01
 5.30442E+02	 2.82304E-01
 5.33227E+02	 2.46329E-01
 5.36012E+02	 2.29277E-01
 5.38795E+02	 1.62520E-01
 5.41578E+02	 2.02691E-01
 5.44360E+02	 2.06177E-01
 5.47140E+02	 2.29725E-01
 5.49920E+02	 1.86401E-01
 5.52699E+02	 2.27516E-01
 5.55476E+02	 1.58436E-01
 5.58253E+02	 2.69064E-01
 5.61029E+02	 2.43960E-01
 5.63804E+02	 1.92681E-01
 5.66578E+02	 2.04445E-01
 5.69351E+02	 1.57229E-01
 5.72123E+02	 1.89179E-01
 5.74894E+02	 2.13093E-01
 5.77665E+02	 2.48311E-01
 5.80434E+02	 2.08022E-01
 5.83202E+02	 1.97341E-01
 5.85969E+02	 2.46867E-01
 5.88736E+02	 2.06928E-01
 5.91501E+02	 1.53315E-01
 5.94265E+02	 1.70450E-01
 5.97029E+02	 1.48588E-01
 5.99792E+02	 1.71705E-01
 6.02553E+02	 2.17874E-01
 6.05314E+02	 1.62182E-01
 6.08073E+02	 2.37173E-01
 6.10832E+02	 1.96202E-01
 6.13590E+02	 1.88942E-01
 6.16347E+02	 1.51141E-01
 6.19103E+02	 1.34922E-01
 6.21858E+02	 2.16818E-01
 6.24612E+02	 1.21751E-01
 6.27365E+02	 1.54243E-01
 6.30117E+02	 6.41468E-02
 6.32868E+02	 7.35438E-02
 6.35619E+02	 1.04263E-01
 6.38368E+02	 9.01348E-02
 6.41116E+02	 1.65067E-01
 6.43864E+02	 1.15533E-01
 6.46610E+02	 1.14536E-01
 6.49356E+02	 1.42895E-01
 6.52100E+02	 1.26185E-01
 6.54844E+02	 1.48052E-01
 6.57587E+02	 1.52694E-01
